file	context	selector	property	old_value	final_value	old_rule	final_rule
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main strong	letter-spacing	0.035em	0.03em	28	84
src/css/main/03-navigation.css		.top-sugestii-panel .ts-score	height	26px	25px	47	86
src/css/main/03-navigation.css		.top-sugestii-panel .ts-score	padding	0 9px	0 8px	47	86
src/css/main/03-navigation.css		.top-sugestii-panel .ts-score	gap	4px	5px	47	86
src/css/main/03-navigation.css		.top-sugestii-panel .ts-score	border-radius	8px	6px	47	86
src/css/main/03-navigation.css		.top-sugestii-panel .ts-row-scores	gap	10px	11px	63	92
src/css/main/05-sidebar-effects.css	@media (max-width: 390px)	.serii-programate	height	425px	585px	93	114
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-list	gap	9px	8px	17	74
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-list	min-height	596px	592px	17	74
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-info	row-gap	4px	5px	28	77
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-name	line-height	1.16	1.2	29	78
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-badges	gap	4px	6px	30	79
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-views	gap	4px	5px	36	80
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-action	z-index	50	100	39	82
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-footer	flex	0 0 38px	0 0 32px	47	85
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-footer	height	38px	32px	47	85
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-footer	margin-top	9px	13px	47	85
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-footer	top	-3px	5px	47	85
src/css/main/06-favorites.css		.serii-favorite-refresh .fav-footer	font-size	9.7px	9.8px	47	85
src/css/main/08-news-and-effects.css		.av-news-featured::after	z-index	-1	1	3	38
src/css/main/08-news-and-effects.css		.av-news-led-track	inset	-5px	-34px	34	43
src/css/main/08-news-and-effects.css		.av-news-led-track	inset	-9px	-34px	39	43
src/css/main/08-news-and-effects.css		.av-news-led-line	width	104px	180px	35	49
src/css/main/08-news-and-effects.css		.av-news-led-line	width	118px	180px	40	49
src/css/main/08-news-and-effects.css		.av-news-led-line	width	176px	180px	44	49
src/css/main/08-news-and-effects.css		.av-news-led-line	height	5px	84px	35	49
src/css/main/08-news-and-effects.css		.av-news-led-line	height	10px	84px	40	49
src/css/main/08-news-and-effects.css		.av-news-led-line	height	76px	84px	44	49
src/css/main/08-news-and-effects.css		.av-news-led-line	border-radius	999px	50%	35	49
src/css/main/08-news-and-effects.css		.av-news-led-line	border-radius	44% 56% 52% 48% / 55% 46% 54% 45%	50%	46	49
src/css/trending/03-trending-responsive.css		#trendingMaster .avt-rank	left	1.7%	1.4%	37	78
src/css/trending/03-trending-responsive.css		#trendingMaster .avt-rank	bottom	.9%	.45%	37	78
src/css/trending/03-trending-responsive.css		#trendingMaster .avt-rank	width	22.5%	20%	37	78
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	left	12%	7px	74	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	left	8%	7px	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	right	12%	7px	74	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	right	8%	7px	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	bottom	-8px	6px	74	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	bottom	-12px	6px	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	height	28px	43%	74	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	height	34px	43%	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	inset	-2px	0	82	94
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	z-index	6	4	82	94
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	border-radius	26px	inherit	82	94
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	padding	2px	0	82	94
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	z-index	0	1	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	border-radius	50%	0 0 17px 17px	84	92
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	left	7px	auto	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	top	12px	auto	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	bottom	12px	auto	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	width	28px	100%	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	padding	0	12px 10px 15px	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	align-items	center	flex-start	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption:not(#__av_prio_a#__av_prio_b)	justify-content	center	flex-start	109	112
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-title:not(#__av_prio_a#__av_prio_b)	max-height	100%	none	110	113
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-title:not(#__av_prio_a#__av_prio_b)	white-space	nowrap	normal	110	113
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-title:not(#__av_prio_a#__av_prio_b)	line-height	1	1.2	110	113
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-title:not(#__av_prio_a#__av_prio_b)	letter-spacing	.01em	-.01em	110	113
src/css/trending/05-trending-effects.css		#trendingMaster .avt-v31-fx::after	height	54px	36px	6	52
src/css/trending/05-trending-effects.css		#trendingMaster .avt-v31-fx::after	border-radius	50%	0 0 18px 18px	6	52
